Specific absorption coefficients (m2 mg-1) for six phytoplankton classes distributed with the Water Color Simulator 6 (WASI6) [1]:

0. phytoplankton:   typical mixture for Lake Constance calculated by Heege (2000) [2];
                    using phytoplankton absorption spectra1 and pigment data from 32 days in 1990 and 1991,
                    and he validated it using 139 irradiance reflectance and 278 attenuation measurements3 from 1990 to 1996 [1]
1. cryptophyta:     average of 20 samples from Lake Constance from March 2020; 
                    absorption was measured using an integrating sphere by Soppa et al. 2020 (unpublished); 
                    pigment concentrations were measured using HPLC by Dröscher (LUBW) [1]
2. cyanobacteria:   obtained from field measurements by Xi et al. 2017 [3] in the Baltic Sea during a bloom of cyanobacteria (most likely Nodularia sp.);
                    measurements were made by Röttgers et al. (HZG) on RV Ardana in 2010. Gege scaled their normalized spectrum to match at 440 nm the diatoms spectrum [1]
3. diatoms:         derived from pure cultures grown in the laboratory [4,5,6];
                    scaling was adjusted to match field measurements [7]
4. dinoflagellates: derived from pure cultures grown in the laboratory [4,5,6];
                    scaling was adjusted to match field measurements [7]
5. green algae:     derived from pure cultures grown in the laboratory [4,5,6];
                    scaling was adjusted to match field measurements [7]

[1] Gege (2021): The Water Colour Simulator WASI. User manual for WASI version 6.
[2] Heege (2000): Flugzeuggestützte Fernerkundung von Wasserinhaltsstoffen am Bodensee. PhD thesis. DLR-Forschungsbericht 2000-40, 134 p.
[3] Xi et al. (2017): Phytoplankton group identification using simulated and in situ hyperspectral remote sensing reflectance. [10.3389/fmars.2017.00272]
[4] Gege (1994): Gewässeranalyse mit passiver Fernerkundung: Ein Modell zur Interpretation optischer Spektralmessungen. PhD thesis. DLR-Forschungsbericht 94-15, 171 p
[5] Gege (1995): Water analysis by remote sensing: A model for the interpretation of optical spectral measurements. Technical Translation ESA-TT-1324, 231 pp.
[6] Gege (1998): Correction of specular reflections at the water surface. Ocean Optics XIV, Conference Papers, Vol. 2.
[7] Gege (2013): Estimation of phytoplankton concentration from downwelling irradiance measurements in water. [10.1560/IJPS.60.1-2.193]

wavelength_nm,phytoplankton,cryptophyta,cyanobacteria,diatoms,dinoflagellates,green_algae
633,0.0103,0.003969,0.007667,0.010776643,0.015098,0.009083
634,0.0102,0.003974,0.007675,0.010697485,0.015065,0.009089
635,0.0102,0.003976,0.007686,0.01062215,0.015026,0.009103
636,0.0101,0.003975,0.007708,0.010553484,0.014986,0.00913
637,0.0101,0.00397,0.007738,0.010494186,0.014943,0.009172
638,0.01,0.00396,0.00778,0.010446612,0.014901,0.009232
639,0.01,0.003946,0.007853,0.010412958,0.014862,0.009314
640,0.01,0.00393,0.007897,0.010395231,0.014828,0.009421
641,0.01,0.003911,0.007889,0.010395278,0.0148,0.009556
642,0.01,0.00389,0.007872,0.010414791,0.01478,0.009722
643,0.01,0.003868,0.007866,0.010455318,0.01477,0.009921
644,0.0101,0.003853,0.007862,0.010518376,0.014771,0.010155
645,0.0102,0.003844,0.00786,0.010605513,0.014784,0.010424
646,0.0103,0.003851,0.007862,0.01071823,0.014811,0.010727
647,0.0104,0.003874,0.007869,0.01085806,0.014853,0.011059
648,0.0105,0.003915,0.007887,0.01102652,0.014911,0.011411
649,0.0107,0.00398,0.00794,0.0112253,0.014987,0.011774
650,0.0109,0.004073,0.008016,0.011456296,0.015083,0.012133
651,0.0111,0.004202,0.008116,0.011721214,0.015198,0.012471
652,0.0113,0.004371,0.008245,0.012022015,0.015336,0.012773
653,0.0115,0.004586,0.008397,0.012360798,0.015497,0.013028
654,0.0118,0.004844,0.008584,0.012739113,0.015685,0.01323
655,0.0121,0.005148,0.008824,0.013159109,0.0159,0.013385
656,0.0123,0.005492,0.009112,0.013622823,0.016144,0.013505
657,0.0127,0.005879,0.009426,0.014131504,0.016422,0.013609
658,0.013,0.006301,0.009759,0.014686179,0.016731,0.013718
659,0.0134,0.006757,0.010101,0.015287559,0.01708,0.013852
660,0.0138,0.007241,0.010456,0.015935406,0.017465,0.01403
661,0.0143,0.007733,0.010831,0.016627446,0.01789,0.014268
662,0.0148,0.00823,0.01123,0.017360408,0.018358,0.014574
663,0.0154,0.008733,0.011653,0.018129552,0.018864,0.014958
664,0.0159,0.009269,0.012107,0.018927768,0.019416,0.015423
665,0.0166,0.009809,0.012586,0.019743522,0.020001,0.015969
666,0.0172,0.010309,0.013101,0.020563226,0.020623,0.016594
667,0.0178,0.010779,0.013632,0.021370764,0.021272,0.017291
668,0.0184,0.011217,0.014132,0.022146228,0.021932,0.018049
669,0.0191,0.011617,0.014589,0.022867024,0.022601,0.018851
670,0.0196,0.011975,0.015004,0.023509294,0.023246,0.019675
671,0.0201,0.012293,0.015354,0.024049022,0.02386,0.020491
672,0.0205,0.012571,0.015632,0.024463614,0.024413,0.021264
673,0.0208,0.012785,0.015855,0.02473411,0.024876,0.021954
674,0.021,0.01291,0.01603,0.024846922,0.025231,0.02252
675,0.0211,0.012955,0.016164,0.02479573,0.025457,0.022921
676,0.021,0.012943,0.01625,0.024581324,0.025538,0.023127
677,0.0208,0.012866,0.016285,0.024211446,0.025469,0.023116
678,0.0204,0.012712,0.016273,0.02370158,0.025253,0.022884
679,0.02,0.012472,0.016168,0.023070686,0.024899,0.02244
680,0.0194,0.012148,0.01596,0.022340884,0.024423,0.021807
681,0.0188,0.011739,0.015634,0.021536822,0.023852,0.021019
682,0.0181,0.011259,0.015185,0.020681094,0.023199,0.020115
683,0.0173,0.010691,0.014643,0.019794872,0.022504,0.019132
684,0.0166,0.010051,0.014048,0.018896958,0.021772,0.018109
685,0.0158,0.009364,0.013328,0.01800331,0.021032,0.017075
686,0.0151,0.008644,0.012517,0.01712641,0.0203,0.016056
687,0.0144,0.007921,0.011705,0.016274948,0.019578,0.015069
688,0.0137,0.007196,0.010894,0.015455892,0.018891,0.014128
689,0.013,0.006471,0.010082,0.014674471,0.018227,0.013239
690,0.0124,0.00579,0.009271,0.013932803,0.017602,0.012408
691,0.0118,0.005162,0.008474,0.013232121,0.017013,0.011634
692,0.0113,0.004574,0.007703,0.012572929,0.016458,0.010919
693,0.0108,0.004046,0.006963,0.011954754,0.015946,0.010259
694,0.0103,0.003581,0.006296,0.011376063,0.015461,0.009651
695,0.0099,0.003174,0.005675,0.010834724,0.015015,0.009093
696,0.0095,0.002813,0.005066,0.010329013,0.014598,0.008579
697,0.0091,0.002499,0.004524,0.009857035,0.01421,0.008108
698,0.0088,0.002233,0.004116,0.009416579,0.013852,0.007675
699,0.0084,0.002005,0.003732,0.00900551,0.013514,0.007276
700,0.0081,0.001808,0.003348,0.008621823,0.013204,0.00691
701,0.007914,0.001639,0.002964,0.008263526,0.012913,0.006572
702,0.007724,0.001495,0.002581,0.007928772,0.012641,0.00626
703,0.00753,0.001371,0.002197,0.007615742,0.012389,0.005973
704,0.007332,0.001264,0.001813,0.007322826,0.012151,0.005707
705,0.00713,0.001173,0.001429,0.007048522,0.01193,0.00546
706,0.006926,0.001096,0.001045,0.006791519,0.011722,0.005231
707,0.006719,0.001032,0.000661,0.006550411,0.011526,0.005019
708,0.006509,0.00098,0.000297,0.006323903,0.011343,0.004821
709,0.006297,0.000934,0.000073,0.006110919,0.011169,0.004637
710,0.006084,0.000892,0,0.005910527,0.011006,0.004465
711,0.005869,0.000855,0,0.005721828,0.010851,0.004305
712,0.005653,0.000822,0,0.005543746,0.010705,0.004154
713,0.005437,0.000793,0,0.005375587,0.010567,0.004013
714,0.00522,0.000766,0,0.005216812,0.010434,0.003881
715,0.005002,0.000743,0,0.005066665,0.01031,0.003756
716,0.004786,0.000723,0,0.004924418,0.010191,0.003639
717,0.00457,0.000706,0,0.004789549,0.010078,0.003529
718,0.004354,0.000691,0,0.0046616,0.00997,0.003425
719,0.004141,0.000677,0,0.004540098,0.009865,0.003327
720,0.003928,0.000661,0,0.004424616,0.009768,0.003234
721,0.003718,0.000645,0,0.004314759,0.009672,0.003146
722,0.00351,0.00063,0,0.004210163,0.009582,0.003062
723,0.003305,0.000615,0,0.004110449,0.009494,0.002983
724,0.003103,0.000602,0,0.00401527,0.00941,0.002908
725,0.002904,0.000589,0,0.003924404,0.00933,0.002836
726,0.002709,0.00057,0,0.003837567,0.009251,0.002768
727,0.002517,0.000549,0,0.003754522,0.009177,0.002703
728,0.00233,0.000532,0,0.003675033,0.009104,0.002641
729,0.002148,0.000519,0,0.003598877,0.009034,0.002582
730,0.001971,0.00051,0,0.003525896,0.008967,0.002525
731,0.001799,0.000501,0,0.003455871,0.008901,0.002471
732,0.001633,0.00049,0,0.003388626,0.008838,0.002419
733,0.001473,0.00048,0,0.00332402,0.008776,0.00237
734,0.001319,0.000473,0,0.003261942,0.008717,0.002322
735,0.001172,0.000468,0,0.003202233,0.008659,0.002277
736,0.001032,0.000463,0,0.00314469,0.008603,0.002233
737,0.000899,0.000458,0,0.003089279,0.008548,0.002191
738,0.000774,0.000454,0,0.003035891,0.008495,0.00215
739,0.000657,0.00045,0,0.002984383,0.008443,0.002111
740,0.000549,0.000438,0,0.00293466,0.008393,0.002074
741,0.000449,0.000426,0,0.002886644,0.008343,0.002038
742,0.000359,0.000424,0,0.002840255,0.008296,0.002003
743,0.000277,0.000422,0,0.002795399,0.008248,0.001969
744,0.000206,0.000414,0,0.002752028,0.008203,0.001937
745,0.000144,0.000407,0,0.002710079,0.008158,0.001905
746,9.32E-05,0.000401,0,0.002669442,0.008114,0.001875
747,5.30E-05,0.000394,0,0.002630068,0.008072,0.001846
748,2.38E-05,0.000382,0,0.002591895,0.008029,0.001817
749,6.00E-06,0.000369,0,0.002554907,0.007989,0.00179
750,0,0.000361,0,0.00251901,0.007949,0.001763
751,0,0.000355,0,0.002484171,0.007909,0.001737
752,0,0.000351,0,0.002450375,0.007871,0.001713
753,0,0.000347,0,0.002417511,0.007833,0.001688
754,0,0.00034,0,0.002385579,0.007796,0.001665
755,0,0.000333,0,0.002354532,0.00776,0.001642
756,0,0.000328,0,0.002324354,0.007724,0.00162
757,0,0.000327,0,0.002294982,0.007689,0.001598
758,0,0.000328,0,0.002266384,0.007654,0.001577
759,0,0.00033,0,0.002238544,0.007621,0.001557
760,0,0.000331,0,0.002211415,0.007587,0.001537
761,0,0.00033,0,0.002184982,0.007554,0.001518
762,0,0.000324,0,0.002159212,0.007523,0.001499
763,0,0.000318,0,0.00213409,0.007491,0.001481
764,0,0.000317,0,0.002109584,0.00746,0.001463
765,0,0.000316,0,0.002085679,0.007429,0.001446
766,0,0.000313,0,0.002062342,0.007399,0.001429
767,0,0.000309,0,0.002039559,0.007369,0.001412
768,0,0.000302,0,0.002017312,0.007339,0.001396
769,0,0.000295,0,0.001995572,0.007311,0.001381
770,0,0.000294,0,0.001974321,0.007282,0.001365
771,0,0.000294,0,0.001953544,0.007254,0.00135
772,0,0.000281,0,0.001933225,0.007226,0.001336
773,0,0.00027,0,0.001913364,0.007199,0.001321
774,0,0.000271,0,0.00189393,0.007172,0.001307
775,0,0.000272,0,0.001874907,0.007145,0.001294
776,0,0.000271,0,0.001856295,0.007119,0.00128
777,0,0.00027,0,0.001838077,0.007093,0.001267
778,0,0.00027,0,0.001820239,0.007068,0.001255
779,0,0.00027,0,0.001802748,0.007043,0.001242
780,0,0.00027,0,0.001785605,0.007018,0.00123
781,0,0.00027,0,0.00176881,0.006993,0.001218
782,0,0.000281,0,0.001752378,0.006969,0.001206
783,0,0.000294,0,0.001736246,0.006945,0.001195
784,0,0.000293,0,0.00172043,0.006921,0.001183
785,0,0.000292,0,0.001704899,0.006897,0.001172
786,0,0.000294,0,0.001689668,0.006874,0.001162
787,0,0.000296,0,0.001674721,0.006851,0.001151
788,0,0.000302,0,0.001660059,0.006828,0.00114
789,0,0.000306,0,0.001645649,0.006806,0.00113
790,0,0.000301,0,0.001631508,0.006784,0.00112
791,0,0.000294,0,0.001617636,0.006762,0.00111
792,0,0.00029,0,0.001604,0.00674,0.001101
793,0,0.000286,0,0.001590602,0.006719,0.001091
794,0,0.000279,0,0.001577437,0.006698,0.001082
795,0,0.000272,0,0.0015645,0.006676,0.001073
796,0,0.000267,0,0.001551784,0.006656,0.001064
797,0,0.000261,0,0.001539282,0.006635,0.001055
798,0,0.000252,0,0.001526988,0.006615,0.001046
799,0,0.000243,0,0.001514898,0.006595,0.001038
800,0,0.000239,0,0.001503007,0.006574,0.00103
801,0,0.000235,0,0.001491311,0.006555,0.001021
802,0,0.000231,0,0.001479806,0.006535,0.001013
803,0,0.000226,0,0.001468484,0.006519,0.001005
804,0,0.000223,0,0.001457337,0.006543,0.000997
805,0,0.00022,0,0.001446365,0,0.00099
806,0,0.000218,0,0.001435564,0,0.000982
807,0,0.000216,0,0.001424933,0,0.000975
808,0,0.000212,0,0.001414462,0,0.000967
809,0,0.000206,0,0.001404149,0,0.00096
810,0,0.000203,0,0.001393988,0,0.000953
811,0,0.0002,0,0.001383976,0,0.000946
812,0,0.000189,0,0.001374117,0,0.000939
813,0,0.000178,0,0.001364404,0,0.000932
814,0,0.000186,0,0.001354823,0,0.000926
815,0,0.000193,0,0.001345378,0,0.000919
816,0,0.000188,0,0.001336102,0,0.000913
817,0,0.000184,0,0.001326966,0,0.000906
818,0,0.000179,0,0,0,0
819,0,0.000175,0,0,0,0
820,0,0.000173,0,0,0,0
821,0,0.000172,0,0,0,0
822,0,0.000175,0,0,0,0
823,0,0.000177,0,0,0,0
824,0,0.00016,0,0,0,0
825,0,0.00014,0,0,0,0
826,0,0.000132,0,0,0,0
827,0,0.000123,0,0,0,0
828,0,0.000115,0,0,0,0
829,0,0.000108,0,0,0,0
830,0,0.000105,0,0,0,0
831,0,0.000103,0,0,0,0
832,0,0.000099,0,0,0,0
833,0,0.000095,0,0,0,0
834,0,0.000089,0,0,0,0
835,0,0.000081,0,0,0,0
836,0,0.000069,0,0,0,0
837,0,0.000056,0,0,0,0
838,0,0.000056,0,0,0,0
839,0,0.000054,0,0,0,0
840,0,0.00004,0,0,0,0
841,0,0.000027,0,0,0,0
842,0,0.000013,0,0,0,0
843,0,0,0,0,0,0
844,0,0,0,0,0,0
845,0,0,0,0,0,0
846,0,0,0,0,0,0
847,0,0,0,0,0,0
848,0,0,0,0,0,0
849,0,0,0,0,0,0
850,0,0,0,0,0,0
851,0,0,0,0,0,0
852,0,0,0,0,0,0
853,0,0,0,0,0,0
854,0,0,0,0,0,0
855,0,0,0,0,0,0
856,0,0,0,0,0,0
857,0,0,0,0,0,0
858,0,0,0,0,0,0
859,0,0,0,0,0,0
860,0,0,0,0,0,0
861,0,0,0,0,0,0
862,0,0,0,0,0,0
863,0,0,0,0,0,0
864,0,0,0,0,0,0
865,0,0,0,0,0,0
866,0,0,0,0,0,0
867,0,0,0,0,0,0
868,0,0,0,0,0,0
869,0,0,0,0,0,0
870,0,0,0,0,0,0
871,0,0,0,0,0,0
872,0,0,0,0,0,0
873,0,0,0,0,0,0
874,0,0,0,0,0,0
875,0,0,0,0,0,0
876,0,0,0,0,0,0
877,0,0,0,0,0,0
878,0,0,0,0,0,0
879,0,0,0,0,0,0
880,0,0,0,0,0,0
881,0,0,0,0,0,0
882,0,0,0,0,0,0
883,0,0,0,0,0,0
884,0,0,0,0,0,0
885,0,0,0,0,0,0
886,0,0,0,0,0,0
887,0,0,0,0,0,0
888,0,0,0,0,0,0
889,0,0,0,0,0,0
890,0,0,0,0,0,0
891,0,0,0,0,0,0
892,0,0,0,0,0,0
893,0,0,0,0,0,0
894,0,0,0,0,0,0
895,0,0,0,0,0,0
896,0,0,0,0,0,0
897,0,0,0,0,0,0
898,0,0,0,0,0,0
899,0,0,0,0,0,0
900,0,0,0,0,0,0
901,0,0,0,0,0,0
902,0,0,0,0,0,0
903,0,0,0,0,0,0
904,0,0,0,0,0,0
905,0,0,0,0,0,0
906,0,0,0,0,0,0
907,0,0,0,0,0,0
908,0,0,0,0,0,0
909,0,0,0,0,0,0
910,0,0,0,0,0,0
911,0,0,0,0,0,0
912,0,0,0,0,0,0
913,0,0,0,0,0,0
914,0,0,0,0,0,0
915,0,0,0,0,0,0
916,0,0,0,0,0,0
917,0,0,0,0,0,0
918,0,0,0,0,0,0
919,0,0,0,0,0,0
920,0,0,0,0,0,0
921,0,0,0,0,0,0
922,0,0,0,0,0,0
923,0,0,0,0,0,0
924,0,0,0,0,0,0
925,0,0,0,0,0,0
926,0,0,0,0,0,0
927,0,0,0,0,0,0
928,0,0,0,0,0,0
929,0,0,0,0,0,0
930,0,0,0,0,0,0
931,0,0,0,0,0,0
932,0,0,0,0,0,0
933,0,0,0,0,0,0
934,0,0,0,0,0,0
935,0,0,0,0,0,0
936,0,0,0,0,0,0
937,0,0,0,0,0,0
938,0,0,0,0,0,0
939,0,0,0,0,0,0
940,0,0,0,0,0,0
941,0,0,0,0,0,0
942,0,0,0,0,0,0
943,0,0,0,0,0,0
944,0,0,0,0,0,0
945,0,0,0,0,0,0
946,0,0,0,0,0,0
947,0,0,0,0,0,0
948,0,0,0,0,0,0
949,0,0,0,0,0,0
950,0,0,0,0,0,0
951,0,0,0,0,0,0
952,0,0,0,0,0,0
953,0,0,0,0,0,0
954,0,0,0,0,0,0
955,0,0,0,0,0,0
956,0,0,0,0,0,0
957,0,0,0,0,0,0
958,0,0,0,0,0,0
959,0,0,0,0,0,0
960,0,0,0,0,0,0
961,0,0,0,0,0,0
962,0,0,0,0,0,0
963,0,0,0,0,0,0
964,0,0,0,0,0,0
965,0,0,0,0,0,0
966,0,0,0,0,0,0
967,0,0,0,0,0,0
968,0,0,0,0,0,0
969,0,0,0,0,0,0
970,0,0,0,0,0,0
971,0,0,0,0,0,0
972,0,0,0,0,0,0
973,0,0,0,0,0,0
974,0,0,0,0,0,0
975,0,0,0,0,0,0
976,0,0,0,0,0,0
977,0,0,0,0,0,0
978,0,0,0,0,0,0
979,0,0,0,0,0,0
980,0,0,0,0,0,0
981,0,0,0,0,0,0
982,0,0,0,0,0,0
983,0,0,0,0,0,0
984,0,0,0,0,0,0
985,0,0,0,0,0,0
986,0,0,0,0,0,0
987,0,0,0,0,0,0
988,0,0,0,0,0,0
989,0,0,0,0,0,0
990,0,0,0,0,0,0
991,0,0,0,0,0,0
992,0,0,0,0,0,0
993,0,0,0,0,0,0
994,0,0,0,0,0,0
995,0,0,0,0,0,0
996,0,0,0,0,0,0
997,0,0,0,0,0,0
998,0,0,0,0,0,0
999,0,0,0,0,0,0
1000,0,0,0,0,0,0
1001,0,0,0,0,0,0
1002,0,0,0,0,0,0
1003,0,0,0,0,0,0
1004,0,0,0,0,0,0
1005,0,0,0,0,0,0
1006,0,0,0,0,0,0
1007,0,0,0,0,0,0
1008,0,0,0,0,0,0
1009,0,0,0,0,0,0
1010,0,0,0,0,0,0
1011,0,0,0,0,0,0
1012,0,0,0,0,0,0
1013,0,0,0,0,0,0
1014,0,0,0,0,0,0
1015,0,0,0,0,0,0
1016,0,0,0,0,0,0
1017,0,0,0,0,0,0
1018,0,0,0,0,0,0
1019,0,0,0,0,0,0
1020,0,0,0,0,0,0
1021,0,0,0,0,0,0
1022,0,0,0,0,0,0
1023,0,0,0,0,0,0
1024,0,0,0,0,0,0
1025,0,0,0,0,0,0
1026,0,0,0,0,0,0
1027,0,0,0,0,0,0
1028,0,0,0,0,0,0
1029,0,0,0,0,0,0
1030,0,0,0,0,0,0
1031,0,0,0,0,0,0
1032,0,0,0,0,0,0
1033,0,0,0,0,0,0
1034,0,0,0,0,0,0
1035,0,0,0,0,0,0
1036,0,0,0,0,0,0
1037,0,0,0,0,0,0
1038,0,0,0,0,0,0
1039,0,0,0,0,0,0
1040,0,0,0,0,0,0
1041,0,0,0,0,0,0
1042,0,0,0,0,0,0
1043,0,0,0,0,0,0
1044,0,0,0,0,0,0
1045,0,0,0,0,0,0
1046,0,0,0,0,0,0
1047,0,0,0,0,0,0
1048,0,0,0,0,0,0
1049,0,0,0,0,0,0
1050,0,0,0,0,0,0
1051,0,0,0,0,0,0
1052,0,0,0,0,0,0
1053,0,0,0,0,0,0
1054,0,0,0,0,0,0
1055,0,0,0,0,0,0
1056,0,0,0,0,0,0
1057,0,0,0,0,0,0
1058,0,0,0,0,0,0
1059,0,0,0,0,0,0
1060,0,0,0,0,0,0
1061,0,0,0,0,0,0
1062,0,0,0,0,0,0
1063,0,0,0,0,0,0
1064,0,0,0,0,0,0
1065,0,0,0,0,0,0
1066,0,0,0,0,0,0
1067,0,0,0,0,0,0
1068,0,0,0,0,0,0
1069,0,0,0,0,0,0
1070,0,0,0,0,0,0
1071,0,0,0,0,0,0
1072,0,0,0,0,0,0
1073,0,0,0,0,0,0
1074,0,0,0,0,0,0
1075,0,0,0,0,0,0
1076,0,0,0,0,0,0
1077,0,0,0,0,0,0
1078,0,0,0,0,0,0
1079,0,0,0,0,0,0
1080,0,0,0,0,0,0
1081,0,0,0,0,0,0
1082,0,0,0,0,0,0
1083,0,0,0,0,0,0
1084,0,0,0,0,0,0
1085,0,0,0,0,0,0
1086,0,0,0,0,0,0
1087,0,0,0,0,0,0
1088,0,0,0,0,0,0
1089,0,0,0,0,0,0
1090,0,0,0,0,0,0
1091,0,0,0,0,0,0
1092,0,0,0,0,0,0
1093,0,0,0,0,0,0
1094,0,0,0,0,0,0
1095,0,0,0,0,0,0
1096,0,0,0,0,0,0
1097,0,0,0,0,0,0
1098,0,0,0,0,0,0
1099,0,0,0,0,0,0
1100,0,0,0,0,0,0
