Irradiance reflectance or albedo [-] of six benthic substrate types.

Spectra 1.-4. are averages of in water spectra collected with an ASD Handheld-2 with a customized underwater housing using a Spectralon panel 
as white reference. Substrate and panel were illuminated with a tungsten halogen light source at ~ 10 cm distance (Greg Asner, personal communication).


0. constant; a constant irradiance reflectance of 0.1 or 10 % [1]
1. sand; spectrum is an average of 24 single measurements that have been smoothed using a Savitzky-Golay filter (window size=45, poyorder=5)
2. coral; spectrum is an average of 101 single measurements that have been smoothed using a Savitzky-Golay filter (window size=45, poyorder=5)
3. cca (crustose coralline algae); spectrum is an average of 751 single measurements that have been smoothed using a Savitzky-Golay filter (window size=45, poyorder=5)
4. macroalgae; spectrum is an average of 102 single measurements that have been smoothed using a Savitzky-Golay filter (window size=45, poyorder=5)
5. seagrass; seagrass (Zostera marina) from the Wismar bay in the Baltic Sea (Germany); measured in air (Schnalzger 2017 [2]) as provided with WASI6 [1]

[1] Gege (2021): The Water Colour Simulator WASI. User manual for WASI version 6.
[2] Schnalzger (2017): Spektrale Datenbank für den Untergrund der Ostsee sowie Einfluss auf die Bestimmung der Wassertiefe. Master Thesis University of Augsburg, 68 pp.

wavelength_nm,constant,sand,coral,cca,macroalgae,seagrass
618,0.1,0.31817227,0.133126096,0.208520528,0.065138495,0.02877
619,0.1,0.317864874,0.131864915,0.206927922,0.064660511,0.02859
620,0.1,0.317587364,0.130665061,0.205474523,0.064238288,0.02842
621,0.1,0.317338357,0.129539816,0.204144145,0.063879196,0.02826
622,0.1,0.317118415,0.128496056,0.202950377,0.063562747,0.02811
623,0.1,0.31692795,0.127536373,0.201909522,0.063268236,0.02796
624,0.1,0.316767128,0.126662949,0.201020747,0.063007298,0.02782
625,0.1,0.316635912,0.125873077,0.20028463,0.062782217,0.02768
626,0.1,0.316536629,0.125158183,0.199699544,0.062584029,0.02753
627,0.1,0.316471191,0.124508987,0.199271523,0.062431004,0.02738
628,0.1,0.316444823,0.123914154,0.199004134,0.062330142,0.02721
629,0.1,0.316464665,0.123361061,0.198893219,0.062248417,0.02704
630,0.1,0.316537034,0.122838341,0.198935232,0.062185595,0.02685
631,0.1,0.316669557,0.122335936,0.199123742,0.062154757,0.02665
632,0.1,0.316866916,0.121845567,0.199453963,0.062139326,0.02644
633,0.1,0.31713232,0.121364429,0.199914621,0.062139211,0.02621
634,0.1,0.317470167,0.120894539,0.200481381,0.062169365,0.02597
635,0.1,0.317883038,0.120443624,0.201146438,0.062219305,0.02573
636,0.1,0.318371064,0.120021353,0.201902501,0.06227506,0.02547
637,0.1,0.31893011,0.119638002,0.202734876,0.062331393,0.02522
638,0.1,0.319553746,0.119304722,0.203614433,0.062390127,0.02496
639,0.1,0.320233742,0.119029878,0.204499307,0.062454309,0.0247
640,0.1,0.320952622,0.118815744,0.205360843,0.062523652,0.02445
641,0.1,0.321692015,0.118659068,0.206165768,0.062593581,0.0242
642,0.1,0.322435391,0.118549079,0.206879719,0.062643161,0.02397
643,0.1,0.323151417,0.118467447,0.207443457,0.062649329,0.02374
644,0.1,0.323802521,0.118388183,0.207784725,0.062596826,0.02354
645,0.1,0.324353341,0.118278925,0.2078457,0.06249701,0.02335
646,0.1,0.324762137,0.11810315,0.207586365,0.062340132,0.02318
647,0.1,0.324985819,0.117821084,0.206979608,0.062095135,0.02303
648,0.1,0.324983325,0.117398905,0.205968984,0.061752109,0.0229
649,0.1,0.324713566,0.11680556,0.204505307,0.061303881,0.02279
650,0.1,0.324135671,0.116011463,0.202571211,0.060740898,0.02269
651,0.1,0.32321832,0.114997805,0.200159446,0.060056812,0.0226
652,0.1,0.321940462,0.113755289,0.197271119,0.059244749,0.02252
653,0.1,0.320287231,0.112281279,0.193906443,0.058298956,0.02243
654,0.1,0.318255043,0.110581703,0.190088027,0.05723016,0.02234
655,0.1,0.315850341,0.108673495,0.18587348,0.056068523,0.02222
656,0.1,0.313092788,0.106573928,0.181302754,0.054820853,0.02209
657,0.1,0.310013312,0.104307154,0.176421918,0.053489245,0.02192
658,0.1,0.306653505,0.101906794,0.171322457,0.052083038,0.02172
659,0.1,0.303065401,0.099409333,0.166091511,0.050624222,0.02147
660,0.1,0.299310619,0.096853104,0.160800216,0.049145777,0.02118
661,0.1,0.295455019,0.094282052,0.155514516,0.047673608,0.02086
662,0.1,0.291568204,0.091743405,0.150296002,0.046235267,0.02049
663,0.1,0.287721021,0.089287134,0.145196692,0.044858437,0.02009
664,0.1,0.28398572,0.086960532,0.140282118,0.043566609,0.01967
665,0.1,0.280432378,0.084810149,0.135620286,0.042380104,0.01923
666,0.1,0.27712771,0.08288075,0.131247889,0.04130351,0.01877
667,0.1,0.27413397,0.08121251,0.127192863,0.040342739,0.01831
668,0.1,0.271506536,0.079839813,0.123485709,0.039505925,0.01785
669,0.1,0.269294216,0.078783784,0.120137365,0.038811393,0.01741
670,0.1,0.267541441,0.078053819,0.117162128,0.03827986,0.01697
671,0.1,0.266283319,0.077645436,0.114614085,0.037933573,0.01656
672,0.1,0.265551096,0.077547755,0.112500336,0.037751022,0.01618
673,0.1,0.265369262,0.077744567,0.110791251,0.037688203,0.01583
674,0.1,0.265756247,0.078218535,0.109483209,0.037790005,0.01551
675,0.1,0.266724614,0.078957686,0.108572374,0.038075762,0.01523
676,0.1,0.268276879,0.079957816,0.10804633,0.038485582,0.01497
677,0.1,0.270405908,0.081223627,0.107883348,0.039023319,0.01475
678,0.1,0.273097906,0.082775818,0.108075342,0.039713723,0.01455
679,0.1,0.27632386,0.084658427,0.108685097,0.040543904,0.01436
680,0.1,0.280051579,0.086926566,0.109748641,0.041519355,0.01419
681,0.1,0.284244328,0.08964753,0.11126618,0.042673457,0.01401
682,0.1,0.288858639,0.092899944,0.113269151,0.04399582,0.01384
683,0.1,0.293846885,0.096767662,0.115813578,0.045484447,0.01366
684,0.1,0.299150925,0.10133609,0.118995622,0.047177492,0.01349
685,0.1,0.304715607,0.106682703,0.122896451,0.049119764,0.01331
686,0.1,0.310487108,0.112874664,0.127576374,0.051359801,0.01313
687,0.1,0.316389479,0.119959606,0.133060065,0.053930363,0.01295
688,0.1,0.322359739,0.127970041,0.139372281,0.056858524,0.01278
689,0.1,0.328363689,0.136922127,0.146527696,0.060170699,0.01263
690,0.1,0.334336036,0.146804141,0.154580183,0.063866375,0.01249
691,0.1,0.340213868,0.157585129,0.163578585,0.067944006,0.01237
692,0.1,0.345955588,0.169216795,0.173528447,0.072444369,0.01228
693,0.1,0.351515033,0.181619506,0.184394485,0.077369709,0.01221
694,0.1,0.356849192,0.194694795,0.196099837,0.082683816,0.01217
695,0.1,0.36191121,0.208335635,0.208552236,0.088372593,0.01216
696,0.1,0.366667343,0.222425523,0.22166009,0.094392325,0.01217
697,0.1,0.371104523,0.236840653,0.235391579,0.100576947,0.01222
698,0.1,0.375192584,0.251435794,0.249564744,0.107043593,0.01231
699,0.1,0.378904468,0.266059117,0.26393951,0.114002886,0.01242
700,0.1,0.382243662,0.280587294,0.278614941,0.121073288,0.01258
701,0.1,0.385207018,0.294901659,0.293585962,0.128076391,0.01277
702,0.1,0.387802305,0.308867263,0.30857944,0.135300845,0.01301
703,0.1,0.39007479,0.322380948,0.323449827,0.142455879,0.01329
704,0.1,0.392089091,0.335357416,0.338094781,0.149270662,0.01364
705,0.1,0.393838363,0.347736517,0.352431484,0.156143767,0.01406
706,0.1,0.395277436,0.359474789,0.366376704,0.163150756,0.01456
707,0.1,0.396411077,0.370577308,0.379852842,0.170094466,0.01516
708,0.1,0.397409835,0.381011753,0.392778199,0.176673391,0.01588
709,0.1,0.398365039,0.390775862,0.405099692,0.182768652,0.01673
710,0.1,0.399148844,0.399955413,0.416858926,0.188596652,0.01772
711,0.1,0.399828049,0.408548862,0.427794599,0.194369663,0.01887
712,0.1,0.400474994,0.416571944,0.43774351,0.200079801,0.02018
713,0.1,0.401005201,0.424069101,0.447215457,0.204926438,0.02168
714,0.1,0.40141068,0.431084729,0.456177719,0.209082172,0.02338
715,0.1,0.401871029,0.437700312,0.464148156,0.21336979,0.0253
716,0.1,0.402280097,0.443959757,0.47110326,0.217431674,0.02746
717,0.1,0.402567782,0.44991556,0.477193453,0.220862054,0.02989
718,0.1,0.402840262,0.455659771,0.482674459,0.223480428,0.03259
719,0.1,0.402993931,0.461225637,0.487717127,0.225477916,0.03559
720,0.1,0.402965439,0.46665999,0.492383998,0.227152693,0.03889
721,0.1,0.402896116,0.472002926,0.496468875,0.228798441,0.04248
722,0.1,0.402799229,0.477286345,0.500222464,0.230427165,0.04635
723,0.1,0.402614118,0.482569609,0.504195363,0.231888821,0.05049
724,0.1,0.402340486,0.487878879,0.507760676,0.233181556,0.05487
725,0.1,0.402037504,0.493271611,0.510557795,0.234341755,0.05946
726,0.1,0.401759764,0.498888037,0.513021687,0.235341921,0.06426
727,0.1,0.401532861,0.504784194,0.515519496,0.236552215,0.06921
728,0.1,0.40132425,0.510971484,0.518269635,0.238320705,0.0743
729,0.1,0.401173232,0.517492199,0.520995252,0.240291765,0.0795
730,0.1,0.401108267,0.524399421,0.523740329,0.242267229,0.08479
731,0.1,0.401118146,0.531680878,0.526923372,0.244252467,0.09014
732,0.1,0.40122254,0.53930912,0.530143329,0.246311704,0.09552
733,0.1,0.401453288,0.547266897,0.533175005,0.248574156,0.1009
734,0.1,0.401804708,0.555531662,0.536555774,0.251278468,0.1057
735,0.1,0.402278438,0.564029922,0.540328217,0.254338784,0.1107
736,0.1,0.402896437,0.572684992,0.544264275,0.257541078,0.1155
737,0.1,0.403650533,0.581437785,0.548240629,0.260967031,0.1204
738,0.1,0.404521291,0.590216186,0.552200913,0.264678388,0.1252
739,0.1,0.405468339,0.598948804,0.556200404,0.268718306,0.1299
740,0.1,0.406482068,0.607542883,0.560145358,0.272798466,0.1345
741,0.1,0.407568905,0.615894364,0.563975508,0.276661842,0.1391
742,0.1,0.40868313,0.623911436,0.567748612,0.280564957,0.1435
743,0.1,0.409811122,0.631514346,0.571402539,0.284506093,0.1478
744,0.1,0.410965197,0.638620487,0.574923074,0.28809352,0.152
745,0.1,0.412073008,0.645173889,0.578247314,0.291558535,0.156
746,0.1,0.413103523,0.651113998,0.581250521,0.295129448,0.1599
747,0.1,0.414081324,0.65639998,0.584029511,0.298387336,0.1637
748,0.1,0.415008655,0.66099687,0.586638563,0.301159144,0.1673
749,0.1,0.415767494,0.664903754,0.58908539,0.303660762,0.1708
750,0.1,0.416321765,0.668138318,0.59130168,0.30606497,0.1742
751,0.1,0.416741143,0.670702232,0.593132101,0.308133652,0.1773
752,0.1,0.417112031,0.672571642,0.594363865,0.309406576,0.1804
753,0.1,0.417352559,0.673843076,0.595364488,0.310450911,0.1833
754,0.1,0.417384109,0.674595516,0.596387027,0.311774174,0.186
755,0.1,0.417393098,0.674707592,0.596988543,0.31286956,0.1886
756,0.1,0.417332883,0.674239222,0.597542039,0.31357645,0.1911
757,0.1,0.417085779,0.673310472,0.598684455,0.313823001,0.1934
758,0.1,0.416803999,0.671952611,0.59943476,0.314071268,0.1956
759,0.1,0.41660309,0.670195926,0.599290797,0.314735987,0.1977
760,0.1,0.416351066,0.668056846,0.598844175,0.315662899,0.1997
761,0.1,0.416090331,0.665669435,0.598631643,0.316160721,0.2015
762,0.1,0.415846277,0.663152876,0.598852329,0.315911384,0.2032
763,0.1,0.415474962,0.660401942,0.598791105,0.31568333,0.2048
764,0.1,0.41501638,0.657422775,0.598304189,0.315508898,0.2063
765,0.1,0.41455972,0.654244412,0.597597213,0.315009461,0.2077
766,0.1,0.414077354,0.650860058,0.597052855,0.314619509,0.2091
767,0.1,0.413545381,0.647261881,0.596933418,0.314295294,0.2103
768,0.1,0.412847592,0.643528406,0.597261529,0.313183884,0.2114
769,0.1,0.412243293,0.639883802,0.59661458,0.311508207,0.2125
770,0.1,0.411885161,0.636473971,0.594191625,0.309754152,0.2134
771,0.1,0.411475632,0.633071011,0.592190535,0.308347745,0.2143
772,0.1,0.410940851,0.629645461,0.591184465,0.307159896,0.2151
773,0.1,0.410383216,0.626295605,0.590567205,0.305564843,0.2159
774,0.1,0.409751254,0.623121549,0.590080698,0.303210866,0.2166
775,0.1,0.409130697,0.620112815,0.589548597,0.300539908,0.2172
776,0.1,0.408669035,0.617148153,0.588543061,0.299093522,0.2178
777,0.1,0.408353512,0.614246459,0.587618281,0.297704108,0.2183
778,0.1,0.407977972,0.611446452,0.587218667,0.295210796,0.2188
779,0.1,0.407377617,0.608640952,0.585392224,0.29318743,0.2193
780,0.1,0.406805683,0.605859568,0.582280287,0.291753576,0.2197
781,0.1,0.406462777,0.603201458,0.579537479,0.290189317,0.2201
782,0.1,0.406443466,0.600648346,0.578588914,0.288237264,0.2205
783,0.1,0.406600693,0.598191018,0.5795562,0.285684203,0.2209
784,0.1,0.40637221,0.595670582,0.57866795,0.282071139,0.2213
785,0.1,0.406083638,0.59309676,0.577325111,0.27797406,0.2217
786,0.1,0.405910383,0.590628023,0.577125327,0.274522078,0.222
787,0.1,0.405629515,0.588136301,0.577084471,0.272556907,0.2224
788,0.1,0.40516155,0.585572462,0.574910702,0.27055134,0.2227
789,0.1,0.404647143,0.583179673,0.568524968,0.266107543,0.2231
790,0.1,0.403812786,0.580743448,0.561925576,0.26110648,0.2235
791,0.1,0.402766893,0.578118316,0.55772193,0.257308719,0.2238
792,0.1,0.402154382,0.575542887,0.555491384,0.254727933,0.2242
793,0.1,0.401872775,0.572984834,0.554447726,0.252481028,0.2245
794,0.1,0.401851684,0.570365449,0.553259018,0.249935235,0.2249
795,0.1,0.402118295,0.567962478,0.549587646,0.247708512,0.2252
796,0.1,0.402437724,0.565920056,0.544826353,0.245962871,0.2255
797,0.1,0.402326675,0.563860035,0.542865684,0.244810988,0.2258
798,0.1,0.401817184,0.562202207,0.54096467,0.244463033,0.2261
799,0.1,0.401307234,0.560947058,0.537673198,0.243986742,0.2264
800,0.1,0.4010536,0.55949551,0.536707754,0.239934463,0.2266
801,0.1,0.400668451,0.558048317,0.536889589,0.234800827,0.2268
802,0.1,0.399796267,0.557068411,0.535596588,0.231665093,0.227
803,0.1,0.398914227,0.556318337,0.533318609,0.22764107,0.2272
804,0.1,0.398536627,0.555542259,0.531891204,0.223623967,0.2274
805,0.1,0.398031519,0.554901276,0.533019239,0.223060228,0.2275
806,0.1,0.397373757,0.55459887,0.534343544,0.22173561,0.2276
807,0.1,0.3970578,0.554653455,0.534275902,0.218513292,0.2277
808,0.1,0.397693511,0.554813051,0.535823553,0.218301433,0.2278
809,0.1,0.398508882,0.554982993,0.536589947,0.218758925,0.2279
810,0.1,0.398918844,0.555120322,0.53437119,0.216604164,0.228
811,0.1,0.399087613,0.555569095,0.534914917,0.214124845,0.228
812,0.1,0.399226119,0.556417496,0.539245379,0.212731101,0.2281
813,0.1,0.40039451,0.556912036,0.54262252,0.212814759,0.2282
814,0.1,0.401420898,0.55781928,0.543648682,0.212918999,0.2282
815,0.1,0.401249669,0.559536837,0.543921,0.211889658,0.2283
816,0.1,0.400527095,0.560645622,0.542716233,0.209254212,0.2283
817,0.1,0.399749064,0.561625641,0.544397356,0.205504371,0.2284
818,0.1,0.399104411,0.56367887,0.551419072,0.201543014,0.2284
819,0.1,0.399399649,0.564980247,0.554750825,0.197913764,0.2285
820,0.1,0.400292219,0.56532991,0.550559721,0.195305415,0.2285
821,0.1,0.400861173,0.566597007,0.546695427,0.192660705,0.2286
822,0.1,0.40041614,0.56776469,0.543557094,0.191864576,0.2286
823,0.1,0.399157077,0.567610518,0.539876854,0.19418995,0.2287
824,0.1,0.398511723,0.56689747,0.537194487,0.195295231,0.2287
825,0.1,0.397552522,0.566173019,0.53743994,0.194677623,0.2288
826,0.1,0.39697777,0.565316245,0.540914783,0.193996925,0.2289
827,0.1,0.398552404,0.56480442,0.538332454,0.191050798,0.2289
828,0.1,0.400454313,0.563832777,0.532186477,0.185428807,0.229
829,0.1,0.40159059,0.561565982,0.539291581,0.179364142,0.2291
830,0.1,0.402213759,0.558333155,0.547548338,0.175648669,0.2292
831,0.1,0.40212053,0.554267891,0.551456193,0.174718437,0.2292
832,0.1,0.400362395,0.55022865,0.556547859,0.17187818,0.2293
833,0.1,0.397500181,0.545348193,0.550195152,0.165138142,0.2294
834,0.1,0.39362809,0.539165758,0.536052911,0.157634676,0.2294
835,0.1,0.389605994,0.531675817,0.522019212,0.155293195,0.2295
836,0.1,0.385712486,0.524709897,0.507218216,0.15504975,0.2295
837,0.1,0.381865518,0.517433301,0.498255336,0.148684678,0.2296
838,0.1,0.378510352,0.51004555,0.492046662,0.139607727,0.2296
839,0.1,0.375501116,0.502455564,0.485302942,0.131382996,0.2297
840,0.1,0.373838069,0.49413069,0.480834142,0.122374115,0.2297
841,0.1,0.371921537,0.482873519,0.485390208,0.11364995,0.2298
842,0.1,0.36995933,0.468791381,0.497471323,0.108125537,0.2298
843,0.1,0.368283313,0.453526768,0.510119501,0.102307725,0.2298
844,0.1,0.366813811,0.438980514,0.52274066,0.094422597,0.2299
845,0.1,0.360811633,0.42580679,0.533924441,0.088939111,0.23
846,0.1,0.353888468,0.411858551,0.536351111,0.082473365,0.2301
847,0.1,0.34923899,0.396444911,0.526987685,0.068918906,0.2302
848,0.1,0.342228575,0.380804735,0.524747503,0.050683917,0.2303
849,0.1,0.333314938,0.365328641,0.532732938,0.041862968,0.2305
850,0.1,0.3247136,0.349904863,0.54073458,0.038748763,0.2306
851,0.1,0.319473876,0.334059282,0.548676409,0.032959194,0.2309
852,0.1,0.317598881,0.317718142,0.553972302,0.026679854,0.2309
853,0.1,0.313793205,0.302392029,0.54049621,0.017101841,0.2309
854,0.1,0.309382833,0.28888319,0.541058187,0.001302706,0.2309
855,0.1,0.305066244,0.276546174,0.55798583,-0.016716997,0.2309
856,0.1,0.300477881,0.263727355,0.56692843,-0.031314185,0.2309
857,0.1,0.297789998,0.251139482,0.564854937,-0.04794915,0.2309
858,0.1,0.296752275,0.239677552,0.55507961,-0.074861556,0.2309
859,0.1,0.297605781,0.229270704,0.545017058,-0.087333967,0.2309
860,0.1,0.298394264,0.219534649,0.53557652,-0.088707593,0.2309
861,0.1,0.298849358,0.21161275,0.524627224,-0.095723231,0.2309
862,0.1,0.295685071,0.204271471,0.52243816,-0.09499684,0.2309
863,0.1,0.290613647,0.195419448,0.51739858,-0.089927279,0.2309
864,0.1,0.288296512,0.188038863,0.495437396,-0.099381415,0.2309
865,0.1,0.28815859,0.183425823,0.473856218,-0.11339964,0.2309
866,0.1,0.287287708,0.17860115,0.45952465,-0.108776997,0.2309
867,0.1,0.284204104,0.171357648,0.443714423,-0.105574883,0.2309
868,0.1,0.280887647,0.164232469,0.421977976,-0.106174061,0.2309
869,0.1,0.278902296,0.160771352,0.397637618,-0.101424009,0.2309
870,0.1,0.279053894,0.157708288,0.374413633,-0.096679993,0.2309
871,0.1,0.279349015,0.153247203,0.353534704,-0.096675102,0.2309
872,0.1,0.281708222,0.152774125,0.348473071,-0.099350181,0.2309
873,0.1,0.284508988,0.152418971,0.358665261,-0.105940303,0.2309
874,0.1,0.287464812,0.151573459,0.364632687,-0.116956068,0.2309
875,0.1,0.293376236,0.151659888,0.370700004,-0.105039485,0.2309
876,0.1,0.297302784,0.152393729,0.381074388,-0.090295477,0.2309
877,0.1,0.295124798,0.153806258,0.381860808,-0.087036303,0.2309
878,0.1,0.294228519,0.154573351,0.369666787,-0.088150383,0.2309
879,0.1,0.296438298,0.154714721,0.358554331,-0.083134553,0.2309
880,0.1,0.298631897,0.159784415,0.362855954,-0.069937443,0.2309
881,0.1,0.301343326,0.165847362,0.363012404,-0.064240713,0.2309
882,0.1,0.30421293,0.171391277,0.353358789,-0.064099247,0.2309
883,0.1,0.306173743,0.176184309,0.357543748,-0.074162625,0.2309
884,0.1,0.308534961,0.179007395,0.371828524,-0.089647892,0.2309
885,0.1,0.309969103,0.178896095,0.388388087,-0.092296733,0.2309
886,0.1,0.312466548,0.176364687,0.410415033,-0.093098843,0.2309
887,0.1,0.314481495,0.174093953,0.431107425,-0.098141552,0.2309
888,0.1,0.3184309,0.175528322,0.44863056,-0.104147717,0.2309
889,0.1,0.319342366,0.177794128,0.457694408,-0.107753455,0.2309
890,0.1,0.319643451,0.176935078,0.454584656,-0.112603685,0.2309
891,0.1,0.32038592,0.173796726,0.455993901,-0.124922648,0.2309
892,0.1,0.316768855,0.170424385,0.477025908,-0.138222348,0.2309
893,0.1,0.31071315,0.166741461,0.50282488,-0.139639718,0.2309
894,0.1,0.306548088,0.162544734,0.513135168,-0.126158748,0.2309
895,0.1,0.304236763,0.158298345,0.510197949,-0.119211372,0.2309
896,0.1,0.299667896,0.153826507,0.505276087,-0.128298557,0.2309
897,0.1,0.292191344,0.151056378,0.494911596,-0.134746611,0.2309
898,0.1,0.286677424,0.150048231,0.498349732,-0.135136737,0.2309
899,0.1,0.281738207,0.148304496,0.520890313,-0.141587112,0.2309
900,0.1,0.277001968,0.145470966,0.530094123,-0.144647038,0.2309
901,0.1,0.275076348,0.143313246,0.530853315,-0.146502075,0.2309
902,0.1,0.275391895,0.141850779,0.534465866,-0.149802138,0.2309
903,0.1,0.278921522,0.142060268,0.538769689,-0.139129658,0.2309
904,0.1,0.282174612,0.144188874,0.522676133,-0.132121157,0.2309
905,0.1,0.284692075,0.14857735,0.522452843,-0.128094608,0.2309
906,0.1,0.285739556,0.151838142,0.542304762,-0.110493624,0.2309
907,0.1,0.290437966,0.153939601,0.554147245,-0.096086463,0.2309
908,0.1,0.297140412,0.157476956,0.548282348,-0.100098538,0.2309
909,0.1,0.300937705,0.161541202,0.547352765,-0.10727174,0.2309
910,0.1,0.302725134,0.163395188,0.552956024,-0.098091192,0.2309
911,0.1,0.304250689,0.164236304,0.545549378,-0.086492515,0.2309
912,0.1,0.307293687,0.166672233,0.524810311,-0.064131714,0.2309
913,0.1,0.312472706,0.170766092,0.504233138,-0.042865655,0.2309
914,0.1,0.31457678,0.172014882,0.488554629,-0.036030224,0.2309
915,0.1,0.311681438,0.172399748,0.472780982,-0.044671518,0.2309
916,0.1,0.313680541,0.177532521,0.45466104,-0.054361001,0.2309
917,0.1,0.31759234,0.181100881,0.431708063,-0.060555049,0.2309
918,0.1,0.321175466,0.181447886,0.408396084,-0.068335998,0.2309
919,0.1,0.3234943,0.181414837,0.390060247,-0.05751178,0.2309
920,0.1,0.318356982,0.181356978,0.375082707,-0.05345464,0.2309
921,0.1,0.311391199,0.179966393,0.353088759,-0.06101591,0.2309
922,0.1,0.31033037,0.17596917,0.325301804,-0.068688834,0.2309
923,0.1,0.311210857,0.173639334,0.311185929,-0.073874545,0.2309
924,0.1,0.311674947,0.174340245,0.30378995,-0.065187003,0.2309
925,0.1,0.31054265,0.172440948,0.278311553,-0.059676656,0.2309
926,0.1,0.305281219,0.169022689,0.2547622,-0.062299669,0.2309
927,0.1,0.298777749,0.164936779,0.255870918,-0.07080034,0.2309
928,0.1,0.292800966,0.160004526,0.261330985,-0.074720906,0.2309
929,0.1,0.284774948,0.159028602,0.257885776,-0.069448342,0.2309
930,0.1,0.279507528,0.157283102,0.26003834,-0.071389548,0.2309
931,0.1,0.277105782,0.152705745,0.269481262,-0.075379316,0.2309
932,0.1,0.278496478,0.150658848,0.271298868,-0.086017962,0.2309
933,0.1,0.279455821,0.14947689,0.269242026,-0.1158595,0.2309
934,0.1,0.277056693,0.14631059,0.288695137,-0.11506096,0.2309
935,0.1,0.278484382,0.142137233,0.325020973,-0.094566972,0.2309
936,0.1,0.283216198,0.139491365,0.360042297,-0.069417058,0.2309
937,0.1,0.286018683,0.137930236,0.382935002,-0.056762329,0.2309
938,0.1,0.289107857,0.137883828,0.391431055,-0.04430807,0.2309
939,0.1,0.291267264,0.13948526,0.397400085,-0.031889662,0.2309
940,0.1,0.290015559,0.140521683,0.403529237,-0.032403975,0.2309
941,0.1,0.291506195,0.141846772,0.402138022,-0.023097813,0.2309
942,0.1,0.297237436,0.144202749,0.408217248,-0.007828178,0.2309
943,0.1,0.301645219,0.145726734,0.436526415,-0.004403184,0.2309
944,0.1,0.302848209,0.1471478,0.453354254,-0.003514156,0.2309
945,0.1,0.303062533,0.149117282,0.462930164,-0.009065063,0.2309
946,0.1,0.303805085,0.150616705,0.46566778,-0.025510494,0.2309
947,0.1,0.30597201,0.152048281,0.449573638,-0.048508432,0.2309
948,0.1,0.305736652,0.156175037,0.433914888,-0.075057232,0.2309
949,0.1,0.307189887,0.160929529,0.448923386,-0.091442226,0.2309
950,0.1,0.312628221,0.161765958,0.462434273,-0.096684606,0.2309
951,0.1,0.314472629,0.16001059,0.462433909,-0.106416925,0.2309
952,0.1,0.311171376,0.157920724,0.46287359,-0.126940355,0.2309
953,0.1,0.309139549,0.155368726,0.473465531,-0.150374293,0.2309
954,0.1,0.310129124,0.152961789,0.483816447,-0.162684941,0.2309
955,0.1,0.310520087,0.152858629,0.485768038,-0.167844156,0.2309
956,0.1,0.309481932,0.152168928,0.481848067,-0.175062736,0.2309
957,0.1,0.309462759,0.152591108,0.479257513,-0.185708661,0.2309
958,0.1,0.307838702,0.154850637,0.475062702,-0.192493533,0.2309
959,0.1,0.303836389,0.158289109,0.469074137,-0.20458758,0.2309
960,0.1,0.304137671,0.161771902,0.463667011,-0.204769694,0.2309
961,0.1,0.307590692,0.162884395,0.454242794,-0.195304287,0.2309
962,0.1,0.309477315,0.1611749,0.447620973,-0.194108395,0.2309
963,0.1,0.309307289,0.161440805,0.442413951,-0.18700443,0.2309
964,0.1,0.308149948,0.164144738,0.431782072,-0.169051006,0.2309
965,0.1,0.310626152,0.164671626,0.415792901,-0.15815806,0.2309
966,0.1,0.313475244,0.164816709,0.405554902,-0.153189691,0.2309
967,0.1,0.317983953,0.167822808,0.406104849,-0.139263318,0.2309
968,0.1,0.324141759,0.169608303,0.395317289,-0.107423943,0.2309
969,0.1,0.328486239,0.169202039,0.375741192,-0.071809061,0.2309
970,0.1,0.329535395,0.168599379,0.366418422,-0.040053234,0.2309
971,0.1,0.331249444,0.168341505,0.376855271,-0.012192851,0.2309
972,0.1,0.33160041,0.169859824,0.393202183,0.009239858,0.2309
973,0.1,0.329928681,0.175202807,0.40423076,0.023502978,0.2309
974,0.1,0.330306037,0.176973771,0.415991988,0.027529552,0.2309
975,0.1,0.329912959,0.173572737,0.426034095,0.016352145,0.2309
976,0.1,0.329511813,0.171727854,0.441125656,-0.011956282,0.2309
977,0.1,0.329108509,0.171371246,0.467486536,-0.037685948,0.2309
978,0.1,0.32751113,0.169859959,0.496384902,-0.014850772,0.2309
979,0.1,0.328712331,0.167250366,0.51376031,0.006011634,0.2309
980,0.1,0.328574784,0.163670817,0.525004475,0.006583002,0.2309
981,0.1,0.324218442,0.161904244,0.532364083,-0.00049598,0.2309
982,0.1,0.319008508,0.161671904,0.54414166,-0.000587685,0.2309
983,0.1,0.315069241,0.160889897,0.565444562,0.000421154,0.2309
984,0.1,0.309108382,0.157162356,0.576510119,-0.001675199,0.2309
985,0.1,0.306073146,0.153392169,0.584063488,0.003015001,0.2309
986,0.1,0.304748866,0.152421239,0.594658961,0.007364228,0.2309
987,0.1,0.302145312,0.151716777,0.5994827,0.000530269,0.2309
988,0.1,0.29965058,0.150968895,0.599064222,-0.011555222,0.2309
989,0.1,0.296180202,0.150419119,0.595091589,-0.014181528,0.2309
990,0.1,0.292828642,0.148819535,0.578189579,-0.018361942,0.2309
991,0.1,0.289655342,0.148464867,0.551947139,-0.029454039,0.2309
992,0.1,0.285631107,0.152093751,0.546223655,-0.039980498,0.2309
993,0.1,0.284331025,0.154039205,0.541649805,-0.04425046,0.2309
994,0.1,0.284772106,0.152248446,0.530645401,-0.054936842,0.2309
995,0.1,0.282172111,0.151960455,0.515681818,-0.052354982,0.2309
